date,store_id,city,city_tier,treatment_group,orders_placed,orders_delivered,orders_cancelled_stockout,orders_cancelled_other,avg_delivery_time_min,pct_on_time_15min,gtv_inr
2026-04-02,DS1040,Hyderabad,Tier 1,control,182,167,14,1,17.26,35.0,45037.0
2026-04-02,DS1041,Lucknow,Tier 2,control,111,97,13,1,17.13,35.0,22099.0
2026-04-02,DS1042,Jaipur,Tier 2,control,119,112,6,1,17.02,35.0,20935.0
2026-04-02,DS1043,Indore,Tier 2,control,111,105,4,2,12.77,78.2,19617.0
2026-04-02,DS1044,Bengaluru,Tier 1,treated,164,154,9,1,13.95,64.4,41034.0
2026-04-02,DS1045,Delhi NCR,Tier 1,treated,190,179,11,0,12.49,73.3,47521.0
2026-04-02,DS1046,Bengaluru,Tier 1,treated,177,166,9,2,16.39,35.0,37731.0
2026-04-02,DS1047,Bengaluru,Tier 1,treated,140,137,2,1,17.71,35.0,32715.0
2026-04-02,DS1048,Mumbai,Tier 1,treated,198,187,9,2,15.04,54.7,42908.0
2026-04-02,DS1049,Jaipur,Tier 2,control,132,126,5,1,14.89,55.9,22351.0
2026-04-02,DS1050,Chennai,Tier 1,control,145,137,8,0,14.31,55.7,32000.0
2026-04-02,DS1051,Chennai,Tier 1,control,174,163,8,3,15.99,40.5,46565.0
2026-04-02,DS1052,Jaipur,Tier 2,control,92,89,2,1,18.33,35.0,19253.0
2026-04-02,DS1053,Bhopal,Tier 2,control,81,79,2,0,14.06,62.0,16507.0
2026-04-02,DS1054,Pune,Tier 1,control,221,210,9,2,16.91,35.0,44506.0
2026-04-02,DS1055,Delhi NCR,Tier 1,treated,181,173,5,3,14.29,61.3,40370.0
2026-04-02,DS1056,Delhi NCR,Tier 1,treated,213,202,9,2,17.74,35.0,46839.0
2026-04-02,DS1057,Delhi NCR,Tier 1,treated,183,174,6,3,17.44,35.0,39825.0
2026-04-02,DS1058,Chennai,Tier 1,control,227,217,7,3,17.06,35.0,43451.0
2026-04-02,DS1059,Mumbai,Tier 1,treated,171,166,4,1,12.22,78.7,40879.0
2026-04-03,DS1000,Pune,Tier 1,control,270,254,12,4,17.52,35.0,59091.0
2026-04-03,DS1001,Bengaluru,Tier 1,treated,208,202,6,0,17.95,35.0,33666.0
2026-04-03,DS1002,Mumbai,Tier 1,treated,237,220,12,5,14.91,46.0,60468.0
2026-04-03,DS1003,Lucknow,Tier 2,control,132,123,8,1,14.94,51.9,30749.0
2026-04-03,DS1004,Pune,Tier 1,control,174,165,8,1,13.11,65.6,37880.0
2026-04-03,DS1005,Pune,Tier 1,control,177,167,8,2,17.34,35.0,43248.0
2026-04-03,DS1006,Pune,Tier 1,control,271,258,13,0,14.47,59.6,75372.0
2026-04-03,DS1007,Mumbai,Tier 1,treated,230,216,10,4,13.0,67.3,62883.0
2026-04-03,DS1008,Chennai,Tier 1,control,251,241,9,1,18.14,35.0,65244.0
2026-04-03,DS1009,Hyderabad,Tier 1,control,295,286,8,1,14.75,49.9,67063.0
2026-04-03,DS1010,Lucknow,Tier 2,control,93,90,3,0,18.73,35.0,15184.0
2026-04-03,DS1011,Pune,Tier 1,control,194,186,7,1,16.94,35.0,42658.0
2026-04-03,DS1012,Bengaluru,Tier 1,treated,229,217,6,6,15.76,39.5,56683.0
2026-04-03,DS1013,Pune,Tier 1,control,242,233,6,3,17.77,35.0,56158.0
2026-04-03,DS1014,Hyderabad,Tier 1,control,206,197,6,3,18.39,35.0,48372.0
2026-04-03,DS1015,Jaipur,Tier 2,control,172,165,6,1,15.36,52.2,27811.0
2026-04-03,DS1016,Mumbai,Tier 1,treated,249,238,9,2,14.9,55.9,64681.0
2026-04-03,DS1017,Chennai,Tier 1,control,159,152,5,2,14.94,51.7,33970.0
2026-04-03,DS1018,Bhopal,Tier 2,control,99,93,3,3,14.72,52.3,18862.0
2026-04-03,DS1019,Hyderabad,Tier 1,control,291,274,14,3,16.96,35.0,55268.0
2026-04-03,DS1020,Jaipur,Tier 2,control,129,125,2,2,18.32,35.0,21791.0
2026-04-03,DS1021,Bengaluru,Tier 1,treated,152,146,5,1,12.39,74.8,34014.0
2026-04-03,DS1022,Lucknow,Tier 2,control,165,155,8,2,16.3,35.0,36511.0
2026-04-03,DS1023,Mumbai,Tier 1,treated,280,263,11,6,13.46,62.1,56606.0
2026-04-03,DS1024,Mumbai,Tier 1,treated,254,241,11,2,15.31,43.8,54493.0
2026-04-03,DS1025,Jaipur,Tier 2,control,115,109,3,3,15.61,43.8,18950.0
2026-04-03,DS1026,Delhi NCR,Tier 1,treated,224,219,3,2,13.13,77.5,59706.0
2026-04-03,DS1027,Mumbai,Tier 1,treated,176,171,3,2,14.59,49.7,37399.0
2026-04-03,DS1028,Bhopal,Tier 2,control,192,185,5,2,17.58,35.0,40214.0
2026-04-03,DS1029,Jaipur,Tier 2,control,139,131,4,4,17.18,35.0,28969.0
2026-04-03,DS1030,Pune,Tier 1,control,297,283,11,3,18.19,35.0,62246.0
2026-04-03,DS1031,Mumbai,Tier 1,treated,195,183,9,3,13.81,63.5,41936.0
2026-04-03,DS1032,Chennai,Tier 1,control,212,202,7,3,16.7,35.0,44040.0
2026-04-03,DS1033,Jaipur,Tier 2,control,88,85,3,0,18.91,35.0,18842.0
2026-04-03,DS1034,Mumbai,Tier 1,treated,239,225,10,4,16.22,35.0,60895.0
2026-04-03,DS1035,Pune,Tier 1,control,265,257,5,3,16.07,36.0,58984.0
2026-04-03,DS1036,Lucknow,Tier 2,control,102,99,3,0,13.42,65.9,20893.0
2026-04-03,DS1037,Lucknow,Tier 2,control,178,174,3,1,16.11,35.0,30349.0
2026-04-03,DS1038,Delhi NCR,Tier 1,treated,236,223,8,5,10.83,89.3,46383.0
2026-04-03,DS1039,Lucknow,Tier 2,control,102,96,3,3,13.46,63.4,16679.0
2026-04-03,DS1040,Hyderabad,Tier 1,control,227,211,10,6,16.73,35.0,51901.0
2026-04-03,DS1041,Lucknow,Tier 2,control,132,123,6,3,17.53,35.0,16709.0
2026-04-03,DS1042,Jaipur,Tier 2,control,118,115,2,1,16.24,37.3,23409.0
2026-04-03,DS1043,Indore,Tier 2,control,148,143,5,0,12.47,69.9,31550.0
2026-04-03,DS1044,Bengaluru,Tier 1,treated,192,179,9,4,12.32,75.8,31765.0
2026-04-03,DS1045,Delhi NCR,Tier 1,treated,205,193,5,7,13.57,71.7,49897.0
2026-04-03,DS1046,Bengaluru,Tier 1,treated,185,170,13,2,15.27,43.2,39925.0
2026-04-03,DS1047,Bengaluru,Tier 1,treated,175,165,8,2,17.55,35.0,40651.0
2026-04-03,DS1048,Mumbai,Tier 1,treated,218,210,5,3,13.51,56.4,46229.0
2026-04-03,DS1049,Jaipur,Tier 2,control,145,137,6,2,14.27,54.9,33768.0
2026-04-03,DS1050,Chennai,Tier 1,control,191,177,10,4,13.15,67.0,45058.0
2026-04-03,DS1051,Chennai,Tier 1,control,234,226,6,2,15.05,47.1,46919.0
2026-04-03,DS1052,Jaipur,Tier 2,control,125,118,4,3,15.57,41.9,26835.0
2026-04-03,DS1053,Bhopal,Tier 2,control,124,113,8,3,14.29,58.1,22089.0
2026-04-03,DS1054,Pune,Tier 1,control,254,244,8,2,15.41,47.4,56006.0
2026-04-03,DS1055,Delhi NCR,Tier 1,treated,221,213,7,1,13.47,62.9,44144.0
2026-04-03,DS1056,Delhi NCR,Tier 1,treated,272,259,11,2,14.63,53.3,62417.0
2026-04-03,DS1057,Delhi NCR,Tier 1,treated,208,197,9,2,16.6,35.0,36587.0
2026-04-03,DS1058,Chennai,Tier 1,control,257,249,7,1,16.73,35.0,63736.0
2026-04-03,DS1059,Mumbai,Tier 1,treated,215,209,3,3,12.39,78.6,53510.0
2026-04-04,DS1000,Pune,Tier 1,control,237,225,7,5,16.21,35.0,47917.0
2026-04-04,DS1001,Bengaluru,Tier 1,treated,229,219,8,2,18.19,35.0,53413.0
2026-04-04,DS1002,Mumbai,Tier 1,treated,261,256,4,1,12.76,67.7,66387.0
2026-04-04,DS1003,Lucknow,Tier 2,control,123,119,3,1,16.59,35.0,22621.0
2026-04-04,DS1004,Pune,Tier 1,control,180,174,4,2,14.89,56.0,37328.0
2026-04-04,DS1005,Pune,Tier 1,control,185,179,4,2,16.22,37.8,40145.0
2026-04-04,DS1006,Pune,Tier 1,control,256,249,4,3,14.38,58.9,55987.0
2026-04-04,DS1007,Mumbai,Tier 1,treated,211,198,11,2,12.86,69.5,39327.0
2026-04-04,DS1008,Chennai,Tier 1,control,203,198,4,1,17.3,35.0,42168.0
2026-04-04,DS1009,Hyderabad,Tier 1,control,271,268,2,1,14.86,51.1,71209.0
2026-04-04,DS1010,Lucknow,Tier 2,control,81,78,3,0,18.2,35.0,13728.0
2026-04-04,DS1011,Pune,Tier 1,control,229,223,6,0,18.14,35.0,53513.0
2026-04-04,DS1012,Bengaluru,Tier 1,treated,269,256,10,3,13.52,64.3,54685.0
2026-04-04,DS1013,Pune,Tier 1,control,247,241,4,2,17.48,35.0,65963.0
2026-04-04,DS1014,Hyderabad,Tier 1,control,227,216,9,2,20.23,35.0,62417.0
2026-04-04,DS1015,Jaipur,Tier 2,control,170,157,11,2,14.92,50.8,30149.0
2026-04-04,DS1016,Mumbai,Tier 1,treated,229,222,6,1,15.44,47.3,55484.0
2026-04-04,DS1017,Chennai,Tier 1,control,201,194,5,2,15.15,54.4,49994.0
2026-04-04,DS1018,Bhopal,Tier 2,control,112,106,5,1,15.84,36.5,23239.0
2026-04-04,DS1019,Hyderabad,Tier 1,control,261,250,8,3,-1.877,35.0,56138.0
2026-04-04,DS1020,Jaipur,Tier 2,control,139,134,2,3,18.58,35.0,21043.0
2026-04-04,DS1021,Bengaluru,Tier 1,treated,167,159,4,4,11.34,87.9,30277.0
2026-04-04,DS1022,Lucknow,Tier 2,control,173,163,8,2,14.89,50.5,29942.0
2026-04-04,DS1023,Mumbai,Tier 1,treated,264,255,7,2,12.39,70.4,58999.0
2026-04-04,DS1024,Mumbai,Tier 1,treated,294,283,8,3,16.27,39.1,60349.0
2026-04-04,DS1025,Jaipur,Tier 2,control,117,114,2,1,13.68,67.5,22809.0
2026-04-04,DS1026,Delhi NCR,Tier 1,treated,230,222,8,0,14.8,58.5,59966.0
2026-04-04,DS1027,Mumbai,Tier 1,treated,196,187,9,0,16.29,35.0,49431.0
2026-04-04,DS1028,Bhopal,Tier 2,control,177,160,15,2,15.84,36.9,38427.0
2026-04-04,DS1029,Jaipur,Tier 2,control,142,138,3,1,16.6,36.4,21443.0
2026-04-04,DS1030,Pune,Tier 1,control,297,289,5,3,17.03,35.0,69431.0
2026-04-04,DS1031,Mumbai,Tier 1,treated,191,181,9,1,13.96,60.5,43439.0
2026-04-04,DS1032,Chennai,Tier 1,control,278,265,6,7,16.57,39.9,60534.0
2026-04-04,DS1033,Jaipur,Tier 2,control,103,99,2,2,19.48,35.0,21795.0
2026-04-04,DS1034,Mumbai,Tier 1,treated,219,209,6,4,15.44,45.7,50842.0
2026-04-04,DS1035,Pune,Tier 1,control,278,269,6,3,16.87,36.5,74994.0
2026-04-04,DS1036,Lucknow,Tier 2,control,123,115,7,1,13.95,63.9,25128.0
2026-04-04,DS1037,Lucknow,Tier 2,control,172,165,5,2,17.26,35.0,34081.0
2026-04-04,DS1038,Delhi NCR,Tier 1,treated,249,244,4,1,10.76,93.5,49153.0
2026-04-04,DS1039,Lucknow,Tier 2,control,114,108,6,0,14.45,62.5,17384.0
2026-04-04,DS1040,Hyderabad,Tier 1,control,220,208,8,4,18.55,35.0,42502.0
2026-04-04,DS1041,Lucknow,Tier 2,control,112,100,10,2,18.03,35.0,20354.0
2026-04-04,DS1042,Jaipur,Tier 2,control,125,117,5,3,14.47,58.8,24554.0
2026-04-04,DS1043,Indore,Tier 2,control,117,110,7,0,12.97,74.7,23889.0
2026-04-04,DS1044,Bengaluru,Tier 1,treated,200,194,4,2,14.84,51.0,42738.0
2026-04-04,DS1045,Delhi NCR,Tier 1,treated,232,220,12,0,12.66,77.5,48413.0
2026-04-04,DS1046,Bengaluru,Tier 1,treated,192,178,6,8,15.43,43.6,47583.0
2026-04-04,DS1047,Bengaluru,Tier 1,treated,175,169,3,3,16.97,35.0,41723.0
2026-04-04,DS1048,Mumbai,Tier 1,treated,236,231,2,3,14.39,56.0,58885.0
2026-04-04,DS1049,Jaipur,Tier 2,control,182,176,3,3,16.55,35.0,42348.0
2026-04-04,DS1050,Chennai,Tier 1,control,170,162,7,1,14.42,60.5,44501.0
2026-04-04,DS1051,Chennai,Tier 1,control,236,222,13,1,15.76,46.8,55376.0
2026-04-04,DS1052,Jaipur,Tier 2,control,145,137,7,1,16.09,35.8,30471.0
2026-04-04,DS1053,Bhopal,Tier 2,control,98,93,3,2,14.99,49.4,19194.0
2026-04-04,DS1054,Pune,Tier 1,control,267,261,4,2,16.58,36.0,54709.0
2026-04-04,DS1055,Delhi NCR,Tier 1,treated,199,194,5,0,12.58,68.7,46730.0
2026-04-04,DS1056,Delhi NCR,Tier 1,treated,305,293,5,7,16.35,35.0,74727.0
2026-04-04,DS1057,Delhi NCR,Tier 1,treated,192,180,9,3,16.26,38.6,39781.0
2026-04-04,DS1058,Chennai,Tier 1,control,258,248,6,4,19.67,35.0,59490.0
2026-04-04,DS1059,Mumbai,Tier 1,treated,210,198,10,2,14.11,55.3,42796.0
2026-04-05,DS1000,Pune,Tier 1,control,214,206,6,2,17.11,35.0,56401.0
2026-04-05,DS1001,Bengaluru,Tier 1,treated,185,174,9,2,17.93,35.0,40689.0
2026-04-05,DS1002,Mumbai,Tier 1,treated,183,176,3,4,13.83,60.6,36249.0
2026-04-05,DS1003,Lucknow,Tier 2,control,118,112,4,2,15.46,44.3,19642.0
2026-04-05,DS1004,Pune,Tier 1,control,153,148,3,2,15.28,47.9,38270.0
2026-04-05,DS1005,Pune,Tier 1,control,144,136,7,1,17.78,35.0,29755.0
2026-04-05,DS1006,Pune,Tier 1,control,217,209,6,2,14.7,51.8,55626.0
2026-04-05,DS1007,Mumbai,Tier 1,treated,171,164,4,3,13.11,72.0,42817.0
2026-04-05,DS1008,Chennai,Tier 1,control,193,186,5,2,19.03,35.0,54314.0
2026-04-05,DS1009,Hyderabad,Tier 1,control,234,222,10,2,14.34,58.9,51048.0
2026-04-05,DS1010,Lucknow,Tier 2,control,68,67,0,1,19.13,35.0,16182.0
2026-04-05,DS1011,Pune,Tier 1,control,175,169,4,2,19.97,35.0,42772.0
2026-04-05,DS1012,Bengaluru,Tier 1,treated,198,189,7,2,14.82,59.3,44288.0
2026-04-05,DS1013,Pune,Tier 1,control,249,236,9,4,17.74,35.0,53095.0
2026-04-05,DS1014,Hyderabad,Tier 1,control,183,170,11,2,19.08,35.0,41114.0
2026-04-05,DS1015,Jaipur,Tier 2,control,127,120,5,2,14.8,54.5,28575.0
2026-04-05,DS1016,Mumbai,Tier 1,treated,206,195,8,3,14.64,57.5,38336.0
2026-04-05,DS1017,Chennai,Tier 1,control,141,137,2,2,14.48,58.1,28612.0
2026-04-05,DS1018,Bhopal,Tier 2,control,98,96,1,1,16.54,38.5,21956.0
2026-04-05,DS1019,Hyderabad,Tier 1,control,203,191,10,2,19.04,35.0,36635.0
2026-04-05,DS1020,Jaipur,Tier 2,control,106,98,6,2,-1.7910000000000001,35.0,18359.0
2026-04-05,DS1021,Bengaluru,Tier 1,treated,139,128,7,4,13.91,63.0,29160.0
2026-04-05,DS1022,Lucknow,Tier 2,control,143,134,7,2,14.35,60.4,20943.0
2026-04-05,DS1023,Mumbai,Tier 1,treated,216,203,13,0,14.19,69.6,57473.0
2026-04-05,DS1024,Mumbai,Tier 1,treated,270,257,11,2,14.39,58.8,51893.0
2026-04-05,DS1025,Jaipur,Tier 2,control,114,109,4,1,16.85,36.9,23959.0
2026-04-05,DS1026,Delhi NCR,Tier 1,treated,171,164,5,2,14.08,61.5,31514.0
2026-04-05,DS1027,Mumbai,Tier 1,treated,152,145,6,1,15.63,39.8,34424.0
2026-04-05,DS1028,Bhopal,Tier 2,control,173,164,5,4,14.16,55.4,30462.0
2026-04-05,DS1029,Jaipur,Tier 2,control,119,111,6,2,16.37,35.0,21495.0
2026-04-05,DS1030,Pune,Tier 1,control,272,265,5,2,15.83,38.5,57649.0
2026-04-05,DS1031,Mumbai,Tier 1,treated,176,168,7,1,13.95,63.1,42653.0
2026-04-05,DS1032,Chennai,Tier 1,control,182,176,5,1,17.7,35.0,38551.0
2026-04-05,DS1033,Jaipur,Tier 2,control,69,65,3,1,21.96,35.0,12633.0
2026-04-05,DS1034,Mumbai,Tier 1,treated,191,186,2,3,16.56,35.0,44170.0
2026-04-05,DS1035,Pune,Tier 1,control,225,217,5,3,17.45,35.0,61282.0
2026-04-05,DS1036,Lucknow,Tier 2,control,93,90,0,3,13.31,64.9,19844.0
2026-04-05,DS1037,Lucknow,Tier 2,control,123,119,3,1,16.8,35.0,27644.0
2026-04-05,DS1038,Delhi NCR,Tier 1,treated,192,185,6,1,11.2,89.1,37305.0
2026-04-05,DS1039,Lucknow,Tier 2,control,97,93,1,3,14.24,59.3,21740.0
2026-04-05,DS1040,Hyderabad,Tier 1,control,190,179,8,3,18.93,35.0,42249.0
2026-04-05,DS1041,Lucknow,Tier 2,control,107,100,4,3,17.93,35.0,21760.0
2026-04-05,DS1042,Jaipur,Tier 2,control,106,101,5,0,16.06,35.0,22168.0
2026-04-05,DS1043,Indore,Tier 2,control,107,105,2,0,14.28,54.8,22789.0
2026-04-05,DS1044,Bengaluru,Tier 1,treated,196,187,9,0,13.03,75.8,61435.0
2026-04-05,DS1045,Delhi NCR,Tier 1,treated,196,183,10,3,12.27,82.3,35305.0
2026-04-05,DS1046,Bengaluru,Tier 1,treated,166,158,8,0,14.69,53.3,35776.0
2026-04-05,DS1047,Bengaluru,Tier 1,treated,132,124,8,0,19.22,35.0,29820.0
2026-04-05,DS1048,Mumbai,Tier 1,treated,209,204,5,0,14.85,46.6,48290.0
2026-04-05,DS1049,Jaipur,Tier 2,control,142,136,5,1,14.88,52.8,23241.0
2026-04-05,DS1050,Chennai,Tier 1,control,135,125,6,4,14.89,59.5,36209.0
2026-04-05,DS1051,Chennai,Tier 1,control,197,187,5,5,17.01,35.0,54331.0
2026-04-05,DS1052,Jaipur,Tier 2,control,117,112,5,0,16.2,40.5,20703.0
2026-04-05,DS1053,Bhopal,Tier 2,control,94,87,5,2,14.98,45.6,19166.0
2026-04-05,DS1054,Pune,Tier 1,control,227,212,12,3,15.85,38.5,52150.0
2026-04-05,DS1055,Delhi NCR,Tier 1,treated,164,156,4,4,12.74,75.4,38072.0
2026-04-05,DS1056,Delhi NCR,Tier 1,treated,231,221,6,4,16.79,35.0,51834.0
2026-04-05,DS1057,Delhi NCR,Tier 1,treated,194,189,5,0,17.09,35.0,37799.0
2026-04-05,DS1058,Chennai,Tier 1,control,222,214,6,2,16.83,35.0,48463.0
2026-04-05,DS1059,Mumbai,Tier 1,treated,201,191,7,3,13.13,68.8,53287.0
2026-04-06,DS1000,Pune,Tier 1,control,258,246,6,6,16.92,36.4,54697.0
2026-04-06,DS1001,Bengaluru,Tier 1,treated,194,182,7,5,18.56,35.0,49614.0
2026-04-06,DS1002,Mumbai,Tier 1,treated,183,173,8,2,12.33,72.3,31394.0
2026-04-06,DS1003,Lucknow,Tier 2,control,112,104,7,1,16.02,41.6,19465.0
2026-04-06,DS1004,Pune,Tier 1,control,154,148,3,3,15.4,45.4,38207.0
2026-04-06,DS1005,Pune,Tier 1,control,140,134,5,1,18.59,35.0,36391.0
2026-04-06,DS1006,Pune,Tier 1,control,259,247,8,4,12.59,76.6,53226.0
2026-04-06,DS1007,Mumbai,Tier 1,treated,201,190,9,2,11.97,79.1,47662.0
2026-04-06,DS1008,Chennai,Tier 1,control,205,198,5,2,18.16,35.0,45946.0
2026-04-06,DS1009,Hyderabad,Tier 1,control,237,224,11,2,13.68,63.5,46204.0
2026-04-06,DS1010,Lucknow,Tier 2,control,71,69,2,0,17.76,35.0,13609.0
2026-04-06,DS1011,Pune,Tier 1,control,175,166,6,3,18.75,35.0,40750.0
2026-04-06,DS1012,Bengaluru,Tier 1,treated,208,195,9,4,13.05,62.3,48664.0
2026-04-06,DS1013,Pune,Tier 1,control,197,189,7,1,15.78,38.2,41024.0
2026-04-06,DS1014,Hyderabad,Tier 1,control,188,181,4,3,17.73,35.0,33122.0
2026-04-06,DS1015,Jaipur,Tier 2,control,120,116,4,0,16.59,35.0,23919.0
2026-04-06,DS1016,Mumbai,Tier 1,treated,199,193,5,1,14.43,54.3,47924.0
2026-04-06,DS1017,Chennai,Tier 1,control,173,160,9,4,14.13,54.5,36092.0
2026-04-06,DS1018,Bhopal,Tier 2,control,104,100,3,1,17.91,35.0,20482.0
2026-04-06,DS1019,Hyderabad,Tier 1,control,218,207,8,3,19.05,35.0,47333.0
2026-04-06,DS1020,Jaipur,Tier 2,control,122,112,7,3,18.08,35.0,21915.0
2026-04-06,DS1021,Bengaluru,Tier 1,treated,129,123,2,4,12.84,75.4,32159.0
2026-04-06,DS1022,Lucknow,Tier 2,control,128,122,6,0,16.48,35.0,24685.0
2026-04-06,DS1023,Mumbai,Tier 1,treated,231,223,7,1,11.83,72.1,44916.0
2026-04-06,DS1024,Mumbai,Tier 1,treated,252,236,11,5,13.49,63.6,54557.0
2026-04-06,DS1025,Jaipur,Tier 2,control,102,98,4,0,14.96,52.2,22275.0
2026-04-06,DS1026,Delhi NCR,Tier 1,treated,170,158,9,3,14.59,57.8,37385.0
2026-04-06,DS1027,Mumbai,Tier 1,treated,158,150,5,3,15.62,45.0,28426.0
2026-04-06,DS1028,Bhopal,Tier 2,control,143,139,3,1,16.45,38.5,30404.0
2026-04-06,DS1029,Jaipur,Tier 2,control,99,95,2,2,16.21,37.4,23421.0
2026-04-06,DS1030,Pune,Tier 1,control,258,250,8,0,16.94,38.2,59694.0
2026-04-06,DS1031,Mumbai,Tier 1,treated,183,178,2,3,14.46,55.1,47801.0
2026-04-06,DS1032,Chennai,Tier 1,control,217,204,12,1,17.95,35.0,48092.0
2026-04-06,DS1033,Jaipur,Tier 2,control,70,68,1,1,20.93,35.0,12189.0
2026-04-06,DS1034,Mumbai,Tier 1,treated,186,177,7,2,13.92,62.7,39364.0
2026-04-06,DS1035,Pune,Tier 1,control,223,212,8,3,16.36,38.3,42196.0
2026-04-06,DS1036,Lucknow,Tier 2,control,88,85,3,0,14.33,56.7,19378.0
2026-04-06,DS1037,Lucknow,Tier 2,control,129,122,7,0,17.02,35.0,27053.0
2026-04-06,DS1038,Delhi NCR,Tier 1,treated,238,229,8,1,10.74,84.7,55061.0
2026-04-06,DS1039,Lucknow,Tier 2,control,86,81,3,2,11.34,82.3,13549.0
2026-04-06,DS1040,Hyderabad,Tier 1,control,151,142,5,4,16.76,35.0,33189.0
2026-04-06,DS1041,Lucknow,Tier 2,control,110,103,5,2,16.95,35.0,18315.0
2026-04-06,DS1042,Jaipur,Tier 2,control,105,99,4,2,15.0,56.3,21510.0
2026-04-06,DS1043,Indore,Tier 2,control,105,100,4,1,12.79,77.8,21722.0
2026-04-06,DS1044,Bengaluru,Tier 1,treated,183,177,5,1,14.5,57.6,38793.0
2026-04-06,DS1045,Delhi NCR,Tier 1,treated,186,175,10,1,13.76,68.4,38946.0
2026-04-06,DS1046,Bengaluru,Tier 1,treated,200,186,13,1,16.87,35.0,40340.0
2026-04-06,DS1047,Bengaluru,Tier 1,treated,154,145,6,3,17.76,35.0,34925.0
2026-04-06,DS1048,Mumbai,Tier 1,treated,209,196,10,3,14.61,59.2,53933.0
2026-04-06,DS1049,Jaipur,Tier 2,control,136,127,8,1,15.17,48.1,26306.0
2026-04-06,DS1050,Chennai,Tier 1,control,144,131,12,1,16.48,35.0,33765.0
2026-04-06,DS1051,Chennai,Tier 1,control,165,158,6,1,16.26,39.6,36839.0
2026-04-06,DS1052,Jaipur,Tier 2,control,92,88,1,3,15.09,46.0,14973.0
2026-04-06,DS1053,Bhopal,Tier 2,control,91,83,5,3,14.72,52.9,22008.0
2026-04-06,DS1054,Pune,Tier 1,control,255,241,9,5,16.79,35.0,64649.0
2026-04-06,DS1055,Delhi NCR,Tier 1,treated,169,159,7,3,14.12,64.7,38684.0
2026-04-06,DS1056,Delhi NCR,Tier 1,treated,244,232,8,4,15.51,46.7,48470.0
2026-04-06,DS1057,Delhi NCR,Tier 1,treated,169,163,5,1,17.26,35.0,39056.0
2026-04-06,DS1058,Chennai,Tier 1,control,194,186,7,1,17.91,35.0,47511.0
2026-04-06,DS1059,Mumbai,Tier 1,treated,172,164,4,4,13.12,70.5,41206.0
2026-04-07,DS1000,Pune,Tier 1,control,223,216,5,2,18.52,35.0,50868.0
2026-04-07,DS1001,Bengaluru,Tier 1,treated,193,185,7,1,19.19,35.0,45500.0
2026-04-07,DS1002,Mumbai,Tier 1,treated,203,194,4,5,12.92,72.0,48352.0
2026-04-07,DS1003,Lucknow,Tier 2,control,96,92,3,1,13.66,59.0,21576.0
2026-04-07,DS1004,Pune,Tier 1,control,143,140,3,0,15.1,45.8,33336.0
2026-04-07,DS1005,Pune,Tier 1,control,130,128,2,0,16.29,35.0,30845.0
2026-04-07,DS1006,Pune,Tier 1,control,208,203,4,1,12.19,81.2,58094.0
2026-04-07,DS1007,Mumbai,Tier 1,treated,224,216,7,1,11.34,86.7,53463.0
2026-04-07,DS1008,Chennai,Tier 1,control,224,212,8,4,18.18,35.0,50526.0
2026-04-07,DS1009,Hyderabad,Tier 1,control,226,221,3,2,15.4,44.5,57127.0
2026-04-07,DS1010,Lucknow,Tier 2,control,70,69,1,0,19.01,35.0,15577.0
2026-04-07,DS1011,Pune,Tier 1,control,165,158,6,1,18.97,35.0,26608.0
2026-04-07,DS1012,Bengaluru,Tier 1,treated,201,195,2,4,15.75,42.0,28852.0
2026-04-07,DS1013,Pune,Tier 1,control,216,206,3,7,17.55,35.0,32558.0
2026-04-07,DS1014,Hyderabad,Tier 1,control,178,171,5,2,17.47,35.0,45542.0
2026-04-07,DS1015,Jaipur,Tier 2,control,118,117,1,0,15.2,47.5,24736.0
2026-04-07,DS1016,Mumbai,Tier 1,treated,203,193,6,4,14.25,60.8,44653.0
2026-04-07,DS1017,Chennai,Tier 1,control,164,156,6,2,14.44,52.9,38963.0
2026-04-07,DS1018,Bhopal,Tier 2,control,89,88,1,0,16.45,38.1,19145.0
2026-04-07,DS1019,Hyderabad,Tier 1,control,227,219,6,2,-1.974,35.0,52166.0
2026-04-07,DS1020,Jaipur,Tier 2,control,117,113,2,2,17.81,35.0,24038.0
2026-04-07,DS1021,Bengaluru,Tier 1,treated,137,132,4,1,12.78,74.9,23988.0
2026-04-07,DS1022,Lucknow,Tier 2,control,145,142,3,0,14.77,51.3,28303.0
2026-04-07,DS1023,Mumbai,Tier 1,treated,212,206,4,2,14.03,64.1,55473.0
2026-04-07,DS1024,Mumbai,Tier 1,treated,255,238,10,7,14.91,54.1,53897.0
2026-04-07,DS1025,Jaipur,Tier 2,control,135,129,2,4,16.19,35.0,29169.0
2026-04-07,DS1026,Delhi NCR,Tier 1,treated,159,153,3,3,15.99,38.2,43958.0
2026-04-07,DS1027,Mumbai,Tier 1,treated,162,161,1,0,13.53,64.3,33014.0
2026-04-07,DS1028,Bhopal,Tier 2,control,158,150,6,2,16.17,35.0,35075.0
2026-04-07,DS1029,Jaipur,Tier 2,control,109,104,5,0,17.31,35.0,14776.0
2026-04-07,DS1030,Pune,Tier 1,control,263,254,6,3,15.94,36.7,77865.0
2026-04-07,DS1031,Mumbai,Tier 1,treated,187,181,2,4,13.36,68.1,44927.0
2026-04-07,DS1032,Chennai,Tier 1,control,213,199,11,3,18.34,35.0,55876.0
2026-04-07,DS1033,Jaipur,Tier 2,control,56,52,3,1,19.78,35.0,12253.0
